drug	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_C_O	fr_C_O_noCOO	fr_HOCCN	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_aniline	fr_aryl_methyl	fr_benzene	fr_bicyclic	fr_ester	fr_ether	fr_furan	fr_halogen	fr_imidazole	fr_ketone	fr_ketone_Topliss	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitroso	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_piperdine	fr_piperzine	fr_priamide	fr_pyridine	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_thiazole	fr_thiophene	fr_unbrch_alkane	fr_urea
Palbociclib	13.329498469858107	13.329498469858107	0.0536028900742655	-0.2476395877040367	0.5754108874418277	418.3110000000002	447.2382731680001	172.0	0.2631101892602483	-0.3677401923808754	0.3677401923808754	0.2631101892602483	1.121212121212121	1.878787878787879	2.5454545454545454	16.148640361738213	10.034190450535602	2.254763908327485	-2.2865439690413973	2.316691226529812	-2.4306931131116105	5.990194041352757	0.1010434372579091	3.3426918796909124	1.5077585467519468	1240.3878111114068	22.949018510446816	19.096170153868027	19.096170153868027	16.02487714325259	11.642185309815734	11.642185309815734	8.864198996043623	8.864198996043623	6.720289527548967	6.720289527548967	4.9934249308255225	4.9934249308255225	-3.3300000000000005	53698339.432106696	21.51229275408366	8.897288872412561	4.083227162146443	191.80897057088544	15.533486938863138	11.465039998602755	5.783244946364939	5.948339280986494	5.559266895052008	0.0	14.156174015934996	9.967957041894415	4.9839785209472085	0.0	12.84164324585202	44.38530327385348	43.80393423887613	17.447681337993636	4.794537184071822	34.270234715102546	0.0	24.835823814639312	0.0	45.57260172023325	36.39572395850711	46.0071283426672	0.0	21.092753833915147	17.453588333505085	0.0	0.0	51.48130578064822	0.0	6.923737199690624	54.57030468800845	29.320958464221192	0.0	11.033401435232523	105.04	0.0	9.589074368143644	0.0	22.947804162261903	22.976830771286245	62.93592260450271	6.923737199690624	17.687680419095056	18.3295777085363	25.50144398075756	4.9839785209472085	1.7220685015559585	0.0	41.61756793401892	7.260543005360265	2.2930540544568894	0.7993011334920039	4.010464080397758	7.523952218543564	7.106382405507977	0.0	0.4583333333333333	33.0	2.0	9.0	1.0	1.0	2.0	0.0	3.0	3.0	9.0	2.0	9.0	5.0	1.0	1.0	2.0	5.0	2.965820000000001	128.64690000000004	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5-Fluorouracil	11.984814814814817	11.984814814814817	0.7070370370370369	-1.0011574074074072	0.482564502908463	127.054	130.017855556	48.0	0.3253471361874118	-0.3111557027192775	0.3253471361874118	0.3111557027192775	1.4444444444444444	2.111111111111111	2.555555555555556	19.142219988403863	10.626560738634351	1.9303482220113937	-1.8066429483965136	1.7353535956112744	-2.229116762015645	4.826193296330203	0.5965732097860831	1.7965675742516067	3.5238977189940166	312.83394095677266	6.8533711511285205	4.271811323126579	4.271811323126579	4.198377302757663	2.1745807961581027	2.1745807961581027	1.419861055726385	1.419861055726385	0.7739642065842112	0.7739642065842112	0.3933619097045291	0.3933619097045291	-1.39	104.2009193065932	5.741406044678055	1.8479763724759504	1.042170728106469	48.35927868440376	4.9839785209472085	0.0	0.0	5.817220841045895	5.559266895052007	5.689743398203474	9.77851570501903	4.794537184071822	4.39041504767482	0.0	0.0	0.0	6.196843571613076	0.0	4.39041504767482	0.0	0.0	9.967957041894415	0.0	0.0	0.0	32.8521490740581	0.0	11.24901029325548	4.39041504767482	0.0	0.0	9.967957041894415	0.0	5.817220841045895	0.0	15.785917939756718	0.0	0.0	65.72	17.066231134301376	13.979489415818463	0.0	0.0	6.196843571613076	0.0	0.0	4.9839785209472085	4.9839785209472085	0.0	0.0	11.984814814814817	0.0	24.005000000000003	0.0	-1.708194444444444	-0.9911111111111108	0.0	0.7094907407407407	0.0	0.0	0.0	9.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	1.0	-0.7977000000000001	27.6414	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dasatinib	12.69308180026148	12.69308180026148	0.1731179742277373	-0.2666136091002893	0.4657173060978848	461.8090000000002	487.155721752	174.0	0.2669995457316883	-0.3950445481992146	0.3950445481992146	0.2669995457316883	1.2121212121212122	2.0	2.727272727272727	35.49569262790627	10.173622896957427	2.1915687606744503	-2.34715558259014	2.281225463984412	-2.470931023082424	7.171599304418783	0.1025458174207034	3.2507560434609006	1.431592912890649	1111.4321707155357	23.371668241257183	18.507134660004112	20.07956018695029	15.92305529101951	10.658603284189198	11.853064338126153	7.751415202594919	9.189264211261888	5.361898965339837	6.588407717104564	3.631779671573785	4.6192622916178205	-2.789999999999999	33876609.84080048	23.37093502599184	10.429649853029732	5.772233374483719	201.00196040766053	20.64001433370385	22.337277247371283	5.131558479839333	0.0	5.907179729351506	0.0	9.6944469149223	14.951935562841626	0.0	0.0	35.07045990509047	25.47729295953985	38.790149098024486	23.513745124550884	9.901064578912528	51.299575807711705	0.0	19.851845293692104	0.0	13.847474399381248	54.86415093293893	51.74994834259906	0.0	15.53348693886314	22.454670310192952	0.0	22.93772576816725	70.1962164119601	0.0	13.847474399381248	21.05954036747004	30.46231184545952	5.022633313741326	0.0	106.51	0.0	4.794537184071822	0.0	12.514061693864424	38.90574894371304	37.56033989318232	17.533629449547814	6.06636706846161	32.04657560476608	35.38533223255524	16.70746728507322	0.0	7.457830513857925	30.975300560948945	16.24512659009515	1.4880803972808272	1.851363352595038	7.367072949316626	1.5315981931343652	8.028071887215573	0.0	0.3636363636363636	33.0	3.0	9.0	0.0	1.0	1.0	1.0	2.0	3.0	9.0	3.0	11.0	7.0	0.0	1.0	1.0	4.0	3.313540000000001	132.04670000000002	1.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Paclitaxel	15.483795019660388	15.483795019660388	0.0028853439807063	-2.390958146825491	0.129786194451245	802.5099999999999	853.330955312	328.0	0.338014232853755	-0.4557369238936237	0.4557369238936237	0.338014232853755	0.8225806451612904	1.403225806451613	1.9516129032258065	16.63726267137177	9.443592633100645	2.7807239828580523	-2.6703099251237616	2.641516956364917	-2.8152203884947324	5.960987193723831	-0.3455531656402163	3.2369337087525145	1.3874476640402011	2280.346269552867	44.94021786308	35.2327485165234	35.2327485165234	29.27228992717612	20.47284995832904	20.47284995832904	17.354040301246407	17.354040301246407	13.47985515484226	13.47985515484226	10.182540514539149	10.182540514539149	-5.739999999999999	19536342594936.66	44.3203576455078	16.512845507693864	7.294407711419627	357.8854073908184	44.32068555752869	23.9129499742286	23.59222853284524	0.0	5.907179729351506	23.8772211518074	19.178148736287287	9.589074368143644	0.0	0.0	80.57751215245895	54.82260322506321	37.667559606327046	35.64903718866435	67.77112005795328	35.56764582752384	0.0	5.316788604006331	16.747886984954953	108.2518072216009	6.606881964512918	118.83206956215372	0.0	5.316788604006331	0.0	0.0	0.0	105.32000992501608	42.86246350528753	16.747886984954953	86.70533611637835	102.14171508706272	0.0	0.0	221.29	112.60409521300996	39.29226810488122	4.794537184071822	35.30081563097146	5.563451491696996	13.847474399381248	25.980208536304467	92.71024628938218	0.0	5.316788604006331	23.684314769000245	30.27238288139993	0.0	83.45331184567334	40.233952430571534	-7.019085032825359	-6.841158827712651	22.937711636968977	-10.511556872841576	7.974441938765803	0.0	0.4468085106382978	62.0	4.0	15.0	3.0	1.0	4.0	3.0	0.0	3.0	14.0	4.0	15.0	10.0	2.0	1.0	3.0	7.0	3.735700000000004	217.69009999999943	3.0	2.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	5.0	4.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crizotinib	13.8824765872402	13.8824765872402	0.0685802481739181	-0.6273036682533437	0.533055458733566	428.1690000000001	449.118543904	158.0	0.1656916893305656	-0.4820245905177427	0.4820245905177427	0.1656916893305656	1.2333333333333334	2.0	2.7666666666666666	35.496837033026296	10.07484827496891	2.206100668682247	-2.2230710526329114	2.366424154339333	-2.2907709940356145	6.357040670428125	0.227177953391866	3.2353351785330955	1.5835351944627225	1051.8711432560124	21.25034789769755	16.408362043444246	17.920219935481157	14.43556074577555	9.745538647870465	10.501467593888918	7.314510887094133	8.099675486843966	5.28911762390943	6.002843424866345	3.630212803948581	4.308163107034087	-2.349999999999999	8625144.75915495	20.903961875513943	8.794861928474424	4.237011144043406	183.69660258359664	15.787319034968563	11.921187228794198	11.567374611118932	0.0	0.0	0.0	4.681802935145185	9.374393568622027	5.098681808301038	0.0	23.20187978046503	51.05399446275263	34.10667493205847	17.261317714502365	9.127278001474869	29.01974255830006	0.0	20.08125186839976	0.0	31.911187662438905	18.82318028898733	58.2155708804496	16.876414816677897	15.787319034968563	10.208277825509848	5.749511833283905	23.20187978046503	27.853976076218583	0.0	5.817220841045895	37.4746391541359	36.78963192022406	10.045266627482652	11.126902983393991	77.99	11.921187228794198	4.39041504767482	0.0	10.840496091576355	22.377437467870188	37.05805904107116	12.13273413692322	19.18694783976531	17.075490078371338	15.399448933254575	33.67241021142727	21.8590251990454	12.313918257753818	4.252061917359536	8.12877482363231	8.120164783267226	0.0302748119094973	4.848648078269265	6.95852900930971	3.710825341675464	0.0	0.3333333333333333	30.0	3.0	6.0	0.0	1.0	1.0	1.0	2.0	3.0	6.0	2.0	9.0	5.0	0.0	1.0	1.0	4.0	5.037700000000004	116.47410000000004	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rapamycin	14.36141029013072	14.36141029013072	0.0193105871006988	-2.4280638995263715	0.1555112399819528	834.5549999999998	913.555141588	366.0	0.3286628053096986	-0.4600915621870062	0.4600915621870062	0.3286628053096986	0.8461538461538461	1.5692307692307692	2.246153846153846	16.6403342442084	9.781304446823494	2.528630612277376	-2.424510084928792	2.375491416425628	-2.6052117649067617	6.387396287688211	-0.2653444933753688	3.279948913566458	1.7019978625273082	1755.5005702359906	48.17226867064888	40.61073082585607	40.61073082585607	30.749583324057745	23.92402023513976	23.92402023513976	19.59072186745929	19.59072186745929	14.478991198477464	14.478991198477464	10.11653676600312	10.11653676600312	-3.369999999999999	47983207692394.52	54.23741622847528	25.12545058178446	14.32242975662692	386.7224915793506	43.90380668437284	30.13698493875781	5.783244946364939	5.7871111525705965	11.690424675716445	5.969305287951849	19.178148736287287	4.794537184071822	0.0	0.0	71.0748066394564	106.95561782726408	58.46951041408137	24.41586555099321	62.97658287388147	29.22621985639817	0.0	4.899909730850478	35.50743627696836	180.07273656890322	27.874149029745176	47.60232970114182	0.0	0.0	0.0	0.0	0.0	131.8765774974726	47.65700068935935	35.50743627696836	125.51601987294649	47.60232970114182	0.0	0.0	195.42999999999995	83.86619841036084	39.29226810488122	0.0	54.81057407072694	63.36049913640336	11.993926152995275	12.009707272128011	41.066826788460816	58.0750493329319	0.0	23.684314769000245	29.362285880841483	0.0	71.77161134616098	33.83832848387476	1.2664139568346384	-7.959310503890356	-1.1396305043877268	11.183541207846696	12.739893160432432	4.520200305620426	0.7450980392156863	65.0	3.0	14.0	1.0	3.0	4.0	0.0	0.0	0.0	13.0	3.0	14.0	6.0	1.0	2.0	3.0	4.0	6.180600000000006	245.13739999999908	3.0	2.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	3.0	1.0	5.0	0.0	0.0	0.0	3.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sorafenib	12.93887738071883	12.93887738071883	0.0659389232541771	-4.641864625107676	0.4613395020059931	448.70300000000015	464.086302712	166.0	0.4174184276868063	-0.457236902294498	0.457236902294498	0.4174184276868063	0.9375	1.59375	2.25	35.49569230196613	10.164254358533505	2.3302202669852865	-2.124365177500354	2.357970309003785	-2.1948671769621626	6.311335678872345	-0.1369967417425628	2.750350513639507	1.6244376001208218	1137.8789445127009	23.30275414050484	16.457319050824715	17.21324799684317	15.151216908830303	9.062991028319596	9.440955501328824	6.353856509713334	6.76105663645394	4.068618814162424	4.398207035202469	2.582987740833953	2.807679149370679	-3.789999999999999	9882757.49084646	22.88541114877092	9.563603314484585	5.883370444382855	185.11105638623687	20.68722876581904	17.19295166141627	0.0	0.0	5.907179729351506	12.207413029781549	9.77851570501903	4.794537184071822	13.17124514302446	0.0	11.600939890232516	48.53093654769288	30.685655172119	10.586084805438322	27.497182464968155	34.914006681289216	0.0	10.30076712495354	0.0	6.176298517443475	17.68124919068985	77.07415998805435	11.49902366656781	20.68722876581904	29.340554876463408	11.49902366656781	11.600939890232516	23.96994474531397	6.176298517443475	0.0	16.051916670617278	60.79414718776757	5.022633313741326	0.0	92.35	22.793497835219867	22.760319511168102	0.0	17.288493998883528	17.186409941251373	12.13273413692322	25.37724969121349	30.33183534230805	0.0	20.9343443329662	16.337802844032566	44.47480425652903	5.568014615436455	27.704457020430112	6.826069682816981	-0.5468369560238577	0.460043132229927	11.597059144995194	-3.210188320537026	0.0	1.4876885352342903	0.0952380952380952	32.0	3.0	7.0	0.0	0.0	0.0	2.0	1.0	3.0	4.0	3.0	11.0	5.0	0.0	0.0	0.0	3.0	5.549700000000003	113.2386	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Irinotecan	13.581172940208692	13.581172940208692	0.0951330290594056	-1.863973747550237	0.3559555692291821	548.3850000000003	586.279134936	226.0	0.4147281886749819	-0.4581977281257881	0.4581977281257881	0.4147281886749819	1.069767441860465	1.837209302325581	2.558139534883721	16.557199089706828	9.856922713095724	2.451909748148627	-2.393220822679045	2.4049683845544263	-2.4830572307888645	5.900349151695941	-0.1718401371616819	3.406013790325312	1.1632844241317224	1685.1199554438626	29.879739930764963	24.85644893119235	24.85644893119235	20.817048796132656	15.65470635889375	15.65470635889375	12.235910395889263	12.235910395889263	9.965617272105158	9.965617272105158	7.470643971301112	7.470643971301112	-3.76	8813764337.667715	28.03622737090953	10.749003948713428	4.53453316673796	249.75556271695103	28.94717241193312	12.356393797796825	5.601050810983688	0.0	5.559266895052007	12.062545358890263	4.794537184071822	14.573052889090851	0.0	0.0	20.268296022307258	81.44336231492466	35.6444808388319	29.012764604922754	24.169327670584444	22.965470290971325	0.0	19.35089763043952	0.0	83.58775577042047	26.1790256236503	56.87307831975825	17.137367822980828	10.296129848852056	4.794537184071822	5.749511833283905	0.0	68.74083683696874	34.704910942207064	0.0	74.62621010372528	29.060005457918265	0.0	22.29078092177798	114.2	11.570356098935536	19.49013894705617	0.0	24.68021055342935	60.361202476186506	34.871471161327065	32.35197768060318	23.6235709844052	17.032643867773697	11.823646930541102	14.457704428547306	12.71627037112628	0.0	48.53387816811252	12.0353838864164	2.3848356394347143	-0.2655996048981432	7.767862197184429	6.261551748089342	7.649150927867793	0.0	0.5151515151515151	43.0	1.0	10.0	0.0	4.0	4.0	1.0	2.0	3.0	9.0	1.0	10.0	4.0	0.0	2.0	2.0	7.0	4.091100000000004	159.94579999999968	1.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erlotinib	5.857396779890918	5.857396779890918	0.392174356427603	0.392174356427603	0.4178840975839869	370.2590000000002	393.168856216	150.0	0.1629950936414515	-0.4872695203914322	0.4872695203914322	0.1629950936414515	0.9310344827586208	1.6551724137931034	2.3448275862068964	16.54743684328044	10.152772629222422	2.127142309447516	-2.149806213511916	2.3466494563658027	-2.0864608068912367	5.926346383776923	0.1322119860219171	2.7455759043014254	1.9569167353908143	1001.0042022970772	20.476480726871785	16.474649631118567	16.474649631118567	14.24504470051759	9.107799662785103	9.107799662785103	6.071032106686076	6.071032106686076	4.082844815672017	4.082844815672017	2.6826134594313507	2.6826134594313507	-3.34	4235838.812669483	20.395692002202136	10.271588954277956	5.347720173143325	169.5322632278569	24.264240419206526	25.35894678162541	11.49902366656781	0.0	0.0	0.0	0.0	9.967957041894415	0.0	6.423349895620259	11.986801387317254	24.26546827384644	36.92302413186203	18.730464646642098	18.9474518152002	22.40817398459965	0.0	9.967957041894415	0.0	0.0	45.96391154461307	48.2889739772312	23.84280788104371	14.790514511606428	11.50524905251859	11.49902366656781	0.0	50.61507998250116	9.473725907600098	12.343784214475903	5.563451491696996	42.7255224855342	0.0	10.902924932081056	74.73000000000002	0.0	0.0	0.0	0.0	43.74441430245451	22.153762698461616	6.3273200747645415	14.219595082555069	36.39820241076966	21.20517996475639	25.37080171082045	21.801771191071715	0.0	8.754103465077492	4.096557301741735	2.3431613389549906	4.443107152704465	11.25804627251954	6.994191360636236	1.7256948446942135	3.2500337392662777	0.2727272727272727	29.0	1.0	7.0	0.0	0.0	0.0	2.0	1.0	3.0	7.0	1.0	7.0	10.0	0.0	0.0	0.0	3.0	3.405100000000002	111.93970000000004	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
Gemcitabine	13.700872071050645	13.700872071050645	0.1140556237927266	-3.7132752267573705	0.6120873727300362	252.112	263.071762272	100.0	0.3513137985497584	-0.393564363221731	0.393564363221731	0.3513137985497584	1.6111111111111112	2.2777777777777777	2.7777777777777777	19.28589249751451	10.11325994553251	2.5898329279445536	-2.203522994767576	2.4136828214623733	-2.4135057066652084	5.233433797727158	-0.1404876149228322	2.518361940873329	2.419121977701633	506.83126955905954	13.499635521070497	9.032488305270316	9.032488305270316	8.374245891192093	5.044753463050231	5.044753463050231	3.87108789342856	3.87108789342856	2.663557921514029	2.663557921514029	1.7228616480990466	1.7228616480990466	-1.58	10211.95767024135	12.866060785008983	4.264616604979357	1.854653253504145	99.43404632324696	20.683585220643646	11.92182916558333	6.103966387748303	6.22790117073487	0.0	11.61227256629805	4.567099647791355	4.794537184071822	13.764808616296849	0.0	0.0	6.06636706846161	6.196843571613076	6.606881964512918	23.7307478388311	5.817862777835028	0.0	9.551078168738565	0.0	24.358363114326053	12.340549441675105	22.74749122234998	0.0	11.423410875365658	14.598692873184667	0.0	0.0	44.50147686652407	4.736862953800049	0.0	6.22790117073487	17.057747824146507	0.0	0.0	110.6	36.65498847704245	18.681894674262168	0.0	5.817862777835028	4.567099647791355	12.263210640074686	0.0	0.0	0.0	4.9839785209472085	15.57705782580294	32.70181783824641	0.0	14.71819822373394	18.10387760351054	4.209688995968757	-3.827330850550097	1.1522751322751323	-4.687900132275133	-0.7872934775762155	0.0	0.5555555555555556	18.0	4.0	7.0	0.0	1.0	1.0	0.0	1.0	1.0	7.0	3.0	9.0	2.0	0.0	1.0	1.0	2.0	-1.2886	54.85900000000001	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bortezomib	12.826666981607458	12.826666981607458	0.0919305608045688	-1.6949844256139357	0.4630461526225883	359.0450000000001	384.19688568	148.0	0.4749647122685063	-0.4257360952865367	0.4749647122685063	0.4257360952865367	1.1071428571428572	1.821428571428572	2.392857142857143	16.37868724573293	9.74596434846049	2.2988982874270163	-2.238719589157012	2.085081534630695	-2.5462629974704805	6.432550792701835	-0.1230092548064984	2.6752263701822323	2.1619332305440584	759.0436469670761	20.51829709012868	15.947767755576168	15.947767755576168	13.363081100704116	9.13789914488264	9.13789914488264	6.964666142522541	6.964666142522541	4.113162282885618	4.113162282885618	2.753966930279588	2.753966930279588	-2.7750649350649352	1408881.2155927708	21.524172160754688	10.531039362336648	6.750183039885146	164.11611240521268	20.68162235814467	11.735768823996422	0.0	5.907179729351506	5.907179729351506	7.118392334224363	14.573052889090851	4.9839785209472085	0.0	0.0	44.179309741689295	17.9021791607844	18.81450876615216	12.138036169478871	19.63711951827565	18.932751792927373	0.0	20.60153424990708	5.917906046161393	38.67215107224702	0.0	60.17974554369273	0.0	10.633577208012662	0.0	0.0	0.0	50.93178741196756	11.21535880699783	5.917906046161393	36.320212692924535	48.92236605714727	0.0	0.0	124.44	30.91578521994113	19.63711951827565	0.0	18.032655663935863	6.4208216229260096	5.563451491696996	18.59053071483923	0.0	44.179309741689295	20.60153424990708	0.0	0.0	0.0	33.07797794477448	24.450794335551283	0.9456827653901068	-1.7203417003471129	8.326027304542365	4.78381958130921	3.8310241943936014	-1.6949844256139357	0.3684210526315789	28.0	4.0	8.0	0.0	0.0	0.0	1.0	1.0	2.0	6.0	4.0	9.0	9.0	0.0	0.0	0.0	2.0	0.3605999999999996	105.00950000000005	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
